scientific_name,common_name,meaning,diet,length_m,weight_kg,height_m,locomotion,geological_period,lived_in,behavior_notes,first_discovered,fossil_location,notable_features,intelligence_level,source_link,row_index
Laplatasaurus,Laplatasaurus,La Plata lizard,Herbivore,16.0,40000.0,5.0,Quadrupedal,Late Cretaceous,South America,Titanosaur sauropod,1929,Argentina,"Large, robust sauropod",Medium,https://en.wikipedia.org/wiki/Laplatasaurus,744
Podischion?,Podischion,Foot bone,Herbivore,3.0,150.0,1.0,Bipedal,Early Jurassic,Europe,Obscure dinosaur genus,1990,France,Very little fossil material,Unknown,https://en.wikipedia.org/wiki/Podischion,924
Daspletosaurus,Daspletosaurus,La Amarga lizard,Herbivore,10.0 m,2500.0,3.5,Quadrupedal,Early Cretaceous,Argentina,Neck spines,1991,Argentina,Neck spines,Low,https://en.wikipedia.org/wiki/Daspletosaurus,81
Spiclypeus,Spiclypeus,Spiked shield,Herbivore,5.0,3000.0,2.5,Bipedal,Late Cretaceous ,North America,Ceratopsian dinosaur,2016,USA,Medium ceratopsian,Medium,https://en.wikipedia.org/wiki/Spiclypeus,1484
Berberosaurus,Berberosaurus,Berber lizard,Carnivore,42.27,400.0,2.0,BIPEDAL,Early Jurassic (Pliensbachian–Toarcian),Africa (Morocco),Early theropod; possibly ceratosaurian,2007,,One of the oldest known African theropods,Medium,https://en.wikipedia.org/wiki/Berberosaurus,432
Anomalipes,Anomalipes,Unusual foot,Carnivore,4.0,150.0,1.2,Bipedal,Late Cretaceous,Asia,Theropod dinosaur,2019,China,Medium predator,Medium,https://en.wikipedia.org/wiki/Anomalipes,1222
Eustreptospondylus,Eustreptospondylus,La Amarga lizard,Herbivore,10.0,66962.89,3.5,Quadrupedal ,Early Cretaceous,Argentina,Neck spines,1991,Argentina,Neck spines,Low,https://en.wikipedia.org/wiki/Eustreptospondylus,111
Kemkemia,Kemkemia,Kemkem river,Herbivore,8.0,4000.0,3.0,Bipedal,Late Cretaceous,Africa,Theropod dinosaur,2009,Egypt,Medium theropod,Medium,https://en.wikipedia.org/wiki/Kemkemia,1350
Garrigatitan,Garrigatitan,Garriga titan,Herbivore,24.0,30000.0,7.5,Quadrupedal ,Late Cretaceous,Europe,Sauropod dinosaur,2018,Spain,Large sauropod,Large,https://en.wikipedia.org/wiki/Garrigatitan,1304
Jaculinykus,Jaculinykus,Jaculi claw,Carnivore,1.0,20.0,0.6,Bipedal,Late Cretaceous,Asia,Theropod dinosaur,around 2007,Mongolia,Small theropod,Small,https://en.wikipedia.org/wiki/Jaculinykus,1340
Camelotia,Camelotia,from Camelot,Herbivore,10.0,2000.0,3.5,Quadrupedal,Late Triassic (Rhaetian),Europe (England),Basal sauropodomorph; long neck and tail,1888,"Westbury Formation, England",Among largest Triassic herbivores in Europe,Low,https://en.wikipedia.org/wiki/Camelotia,464
Ixalerpeton,Ixalerpeton,Ixa creeper,Herbivore,0.8,10.0,0.3,Bipedal,Early Triassic,South America,Pre-dinosaur reptile...,2019,Argentina,Tiny reptile,Tiny,https://en.wikipedia.org/wiki/Ixalerpeton,1338
Minotaurasaurus,Minotaurasaurus,Minotaur lizard,Herbivore,4.5,900.0,2.0,Quadrupedal,Late Cretaceous,Asia (China),Ankylosaurid dinosaur,2009,China,Armored dinosaur with tail club,Unknown,https://en.wikipedia.org/wiki/Minotaurasaurus,810
Linheraptor,Linheraptor,Linhe thief,Carnivore,2.0,30.0,0.7,Bipedal,Late Cretaceous,Asia (China),Dromaeosaurid theropod,2010,China,Fast and agile predator,Medium,https://en.wikipedia.org/wiki/Linheraptor,764
Zhuchengtyrannus,Zhuchengtyrannus magnus,Zhucheng tyrant,Carnivore,10.0,6000.0,3.0,Bipedal,Late Cretaceous,China,Large tyrannosaurid theropod,2011,"Shandong, China",Close relative of Tarbosaurus,High,https://en.wikipedia.org/wiki/Zhuchengtyrannus,310
Huxleysaurus,Huxleysaurus,Huxley’s lizard,Herbivore,,300.0,1.5,Bipedal,Early Jurassic,Europe (UK),Primitive ornithischian dinosaur,1994,England,Small basal ornithischian,Low,https://en.wikipedia.org/wiki/Huxleysaurus,670
Cathartesaura,Cathartesaura,vulture lizard,Herbivore,12.0,7000.0,4.0,Quadrupedal,Late Cretaceous (Turonian),South America (Argentina),Rebbachisaurid sauropod with hollow vertebrae,2005,"Huincul Formation, Patagonia",Lightweight build; complex neural spines,Low,https://en.wikipedia.org/wiki/Cathartesaura,471
Falcarius,Falcarius,sickle cutter,Omnivore,4.0,100.0,2.0,Bipedal,Early Cretaceous (Barremian),"North America (Utah, USA)",Early therizinosaur with long claws and leaf-shaped teeth,2005,"Cedar Mountain Formation, Utah",One of the most basal known therizinosaurs,High,https://en.wikipedia.org/wiki/Falcarius,598
Demandasaurus,Demandasaurus,from Sierra de la Demanda,Herbivore,10.0,6000.0,3.5,Quadrupedal,Early Cretaceous (Barremian–Aptian),Europe (Spain),Rebbachisaurid sauropod; long-necked herbivore,2011,"Castrillo de la Reina, Burgos",First rebbachisaurid found in Europe,Low,https://en.wikipedia.org/wiki/Demandasaurus,534
Xenotarsosaurus,Xenotarsosaurus,Foreign ankle lizard,Carnivore,7.0 meters,2000.0,2.0,Bipedal,Late Cretaceous,South America,Theropod dinosaur,2005,Argentina,Medium predator,Medium,https://en.wikipedia.org/wiki/Xenotarsosaurus,1175
Eucamerotus,Eucamerotus,well-chambered,HERBIVORE,15.0,12000.0,4.5,Quadrupedal,Early Cretaceous (Barremian),Europe (England),Sauropod with vertebrae having large air chambers,1872,"Wessex Formation, Isle of Wight",Poorly known; vertebral structure notable,Low,https://en.wikipedia.org/wiki/Eucamerotus,589
Batyrosaurus,Batyrosaurus,Batyra lizard,Herbivore,5.0,1800.0,2.5,Quadrupedal,Late Cretaceous (Santonian),Asia (Kazakhstan),Basal hadrosauroid with transitional traits,2012,"Bostobe Formation, Kazakhstan",Skull shows early development of duckbill shape,,https://en.wikipedia.org/wiki/Batyrosaurus,427
Dyslocosaurus,Dyslocosaurus,hard to place lizard,HERBIVORE,,12000.0,4.5, Quadrupedal,Late? Late Jurassic (Kimmeridgian),"North America (Wyoming, USA)",Possible diplodocoid; origin and taxonomy uncertain,1992,"Morrison Formation, Wyoming",May be sauropod or misidentified remains,Unknown,https://en.wikipedia.org/wiki/Dyslocosaurus,561
Tazoudasaurus,Tazoudasaurus,Tazouda lizard  ,Herbivore,12.0,12000.0,,Quadrupedal,Early Jurassic,Africa,Sauropod dinosaur,1997,Morocco,Large sauropod,Medium,https://en.wikipedia.org/wiki/Tazoudasaurus,1084
YUANMOUSAURUS ,Yuanmousaurus jiangyiensis,Yuanmou lizard,Herbivore,17.0 m,25000.0,7.0,quadrupedal,Middle Jurassic ,China,Early sauropod with long forelimbs,c. 2006,"Yunnan, China",Partial skeleton discovered in Yunnan,Medium,https://en.wikipedia.org/wiki/Yuanmousaurus,287
Barrosasaurus,Barrosasaurus,Barrosa lizard,Herbivore,15.0,10000.0,5.0, Quadrupedal,Late Cretaceous (Turonian–Coniacian),South America (Argentina),Titanosaur sauropod discovered in Patagonia,01/01/2009,"Sierra Barrosa, Neuquén Province",Known from dorsal vertebrae; typical titanosaur anatomy,Low,https://en.wikipedia.org/wiki/Barrosasaurus,425
Viavenator,Viavenator,Life hunter,Carnivore,6.0,500.0,~2.0,Bipedal,Late Cretaceous,South America,Theropod dinosaur,2016,Argentina,Medium predator,,https://en.wikipedia.org/wiki/Viavenator,1522
Monkonosaurus,Monkonosaurus,Monkon lizard,Herbivore,5.0,3000.0,N/A,Quadrupedal,Late Cretaceous,Asia (China),Ankylosaurid dinosaur,1990,China,Armored dinosaur with club tail,,https://en.wikipedia.org/wiki/Monkonosaurus,817
Xixianykus,Xixianykus,Xixian claw,carnivore,2.0,20.0,0.7,Bipedal,Late Cretaceous,Asia,Theropod dinosaur,2013,China,Small predator,Small,https://en.wikipedia.org/wiki/Xixianykus,-1182
Lohuecotitan,Lohuecotitan,Lohueco titan,Herbivore,15.0,12000.0,5.5,quadrupedal,Late Cretaceous,Europe,Sauropod dinosaur,2017,Spain,Large sauropod,Large,https://en.wikipedia.org/wiki/Lohuecotitan,1373
Fostoria,Fostoria,after Robert Foster,Herbivore,5.0,500.0,1.5,Bipedal,Cretaceous (Cenomanian),Australia (New South Wales),Iguanodontian ornithopod; multiple individuals found  ,2019,"Griman Creek Formation, Australia",Improves understanding of Aussie ornithopods,Medium,https://en.wikipedia.org/wiki/Fostoria,601
Montanoceratops,Montanoceratops,Montana horned face,Herbivore,4.5,1500.0,-1.5,Quadrupedal,Late? Late Cretaceous,North America,Ceratopsian dinosaur,1958,USA,Small horned dinosaur,Unknown,https://en.wikipedia.org/wiki/Montanoceratops,999999
Tianchisaurus,Tianchisaurus,Tianchi lizard  ,Herbivore,5.0,1000.0,2.0,,Early Jurassic,Asia,Thyreophoran dinosaur,1995,China,Medium armored dinosaur,Unknown,https://en.wikipedia.org/wiki/Tianchisaurus,1105
Proceratosaurus,Proceratosaurus,Before Ceratosaurus,Carnivore,6.0,700.0,2.0,Bipedal,Early Jurassic,Europe,Tyrannosauroid dinosaur,1910,England,Early tyrannosaur,Medium,https://en.wikipedia.org/wiki/Proceratosaurus,936
Adynomosaurus,Adynomosaurus,Weak-shouldered lizard,Herbivore,4.0,800.0,2.0,Quadrupedal,Late Cretaceous,Spain,European hadrosaur; limited shoulder development,01/01/2018,"Conques Formation, Spain",Underdeveloped scapula compared to relatives,Medium,https://en.wikipedia.org/wiki/Adynomosaurus,327
Segnosaurus,Segnosaurus galbinensis,Slow lizard,Herbivore,9.0,approx 2700,3.5,Bipedal,Late Cretaceous,Mongolia,Large therizinosaur with robust build and long claws,1979,Mongolia,Huge claws and long neck; small skull and broad pelvis,Medium,https://en.wikipedia.org/wiki/Segnosaurus,254
Acrotholus,Acrotholus,High dome (skull),HERBIVORE,1.8,40.0,0.7,Bipedal,Late Cretaceous,Canada (Alberta),"Small, dome-headed pachycephalosaur",2008 (described 2013),"Dinosaur Park Formation, Alberta",Thickened dome-shaped skull used in headbutting,LOW,https://en.wikipedia.org/wiki/Acrotholus,322
Hualianceratops,Hualianceratops,Hualian horned face,Herbivore,3.0,150.0,1.0,Bipedal,Late Cretaceous,Asia,Ceratopsian dinosaur,2015,China,Small ceratopsian,,https://en.wikipedia.org/wiki/Hualianceratops,1319
Chuandongocoelurus,Chuandongocoelurus,Coelurus from Chuandong,Carnivore,4.0,,1.5,Bipedal,Middle Jurassic (Bathonian),Asia (China),Theropod; possibly closely related to Elaphrosaurus  ,1984,"Chuandong Formation, Sichuan",Slender limbs; poorly known classification,Medium,https://en.wikipedia.org/wiki/Chuandongocoelurus,495
Pradhania,Pradhania,Pradhan's lizard,Herbivore,~4.5,150.0,7.66,bipedal,Early Jurassic,Asia,Primitive sauropodomorph,2007,India,Small herbivore,Unknown,https://en.wikipedia.org/wiki/Pradhania,930
Dzharacursor,Dzharacursor,Dzhara runner,Carnivore,1.0 m,10.0,0.3,Bipedal,Late Cretaceous ,Asia,Theropod dinosaur...,2009,Asia,Small ornithomimid,Small,https://en.wikipedia.org/wiki/Dzharacursor,1285
Fruitadens,Fruitadens,Fruita tooth,Omni vore,0.7,1.0,,Bipedal,Late Jurassic (Tithonian),"North America (Colorado, USA)",Heterodontosaurid with diverse teeth types,2010,"Morrison Formation, Colorado",Smallest known ornithischian dinosaur,High,https://en.wikipedia.org/wiki/Fruitadens,602
Charonosaurus,Charonosaurus,Charon lizard,HERBIVORE,10.0,4000.0,,Quadrupedal,LATE CRETACEOUS (MAASTRICHTIAN),Asia (China),Lambeosaurine hadrosaur with large cranial crest,2000,"Yuliangze Formation, Heilongjiang, China",Crest similar to Parasaurolophus; large size,Medium,https://en.wikipedia.org/wiki/Charonosaurus,483
Dzharaonyx,Dzharaonyx,Dzhara claw,Carnivore,2.5 meters,40.0,1.0,Bi-pedal,Late Cretaceous,Asia,Theropod dinosaur,2013,Asia,Small theropod,Small,https://en.wikipedia.org/wiki/Dzharaonyx,1286
Shanyangosaurus,Shanyangosaurus,Shanyang lizard,Carnivore,6.0,500.0,2.5,Bipedal,Late Cretaceous,Asia,Theropod dinosaur,1999,China,Medium predator,Medium ,https://en.wikipedia.org/wiki/Shanyangosaurus,1009
Austrocheirus,Austrocheirus,southern hand,Carnivore,,400.0,1.8,Bipedal,Late Cretaceous (Campanian–Maastrichtian),South America (Argentina),Theropod with unusual hand bones,2009,"Chorrillo Formation, Argentina",Poorly known; possibly related to abelisaurs,Medium,https://en.wikipedia.org/wiki/Austrocheirus,411
Dicraeosaurus,Dicraeosaurus,Near bird,Carnivore,0.5,0.38,0.25,Bipedal,Late Jurassic,China,Feathered,2009,China,Feathers,Medium,https://en.wikipedia.org/wiki/Dicraeosaurus,-86
Tonouchisaurus,Tonouchisaurus,Tonouchi lizard  ,Herbivore,3.0,300.0,1.2,Bipedal,Late Cretaceous,Asia,Ornithopod dinosaur,1996?,Japan,Medium herbivore,Medium,https://en.wikipedia.org/wiki/Tonouchisaurus,1116
Timurlengia,Timurlengia,Timur’s beast,carnivore,6.0,700.0,2.0,Bipedal,Late Cretaceous,Asia,Tyrannosauroid theropod,2016,Uzbekistan,Medium-large predator,Medium,http//invalid-url,1502
Anabisetia,Anabisetia,named after Ana Biset,Herbivore,2.0,40.0,1.0,Bipedal,Late Cretaceous (Cenomanian),South America (Argentina),Small agile ornithopod from Patagonia,2002,"Cinco Saltos, Argentina",Long legs; fast runner; herbivorous browser,Medium,https://en.wikipedia.org/wiki/Anabisetia,365
Stygimoloch,Stygimoloch spinifer,Demon from the River Styx,Herbivore,3.0,500.0,2.0,Bipedal,Late Cretaceous,North America,Pachycephalosaur with spiked dome,1983,Montana USA,Spiked dome skull; possibly juvenile Pachycephalosaurus,Medium,https://en.wikipedia.org/wiki/Stygimoloch,10265
Yuanmousaurus,Yuanmousaurus jiangyiensis,Yuanmou lizard,Herbivore,17.0 m,25000.0,7.0,quadrupedal,Middle Jurassic ,China,Early sauropod with long forelimbs,c. 2006,"Yunnan, China",Partial skeleton discovered in Yunnan,Medium,https://en.wikipedia.org/wiki/Yuanmousaurus,287
Platytholus,Platytholus,Flat dome,Herbivore,5.0,3000.0,2.5,Bipedal,Late Cretaceous,North America,Ceratopsian dinosaur,2015,USA,Medium ceratopsian,Medium,https://en.wikipedia.org/wiki/Platytholus,1435
Alxasaurus,Alxasaurus,Alxa lizard,Omnivore,4.0,400.0,2.0,Bipedal,Early Cretaceous (Aptian),"Asia (Inner Mongolia, China)",,c. 1993,"Bayin-Gobi Formation, Inner Mongolia","Long claws, small head, herbivorous traits in theropod",High,https://en.wikipedia.org/wiki/Alxasaurus,358
Colepiocephale,Colepiocephale,knucklehead,Herbivore,-1.0,20.0,0.7,Bipedal,Late Cretaceous (Campanian),"North America (Alberta, Canada)",,c. 2003,"Oldman Formation, Alberta",Short frill; dome with few ornamentations,Low,https://en.wikipedia.org/wiki/Colepiocephale,506
Paralitherizinosaurus,Paralitherizinosaurus,Near scythe lizard,Carnivore,6.0,3500.0,3.0,Bipedal,Late Cretaceous,Asia,Therizinosaur dinosaur,2021,Asia,Large therizinosaur,Large,https://en.wikipedia.org/wiki/Paralitherizinosaurus,1427
Trachodon,Trachodon,Trachodon (rough tooth)  ,Herbivore,8.0,3000.0,3.5m,Bipedal,Late Cretaceous,North America,Hadrosaurid dinosaur,01/01/1856,USA,Medium hadrosaur,Medium,https://en.wikipedia.org/wiki/Trachodon,1120
Shri,Shri,Shri (Hindu goddess),Herbivore,7.0,6000.0,3.5,Bipedal,Late Cretaceous,Asia,Sauropod dinosaur,01/01/2019,India,Medium sauropod,Medium,https://en.wikipedia.org/wiki/Shri,1471
Vectaerovenator,Vectaerovenator,Vectis air hunter,Carnivore,4.0,,,Bipedal,Cretaceous,Europe,Theropod dinosaur  ,2020,UK,Small theropod,SMALL,https://en.wikipedia.org/wiki/Vectaerovenator,1517
Pneumatoraptor,Pneumatoraptor,Air thief,Carnivore,2.0,50.0,0.7,Bipedal,Late Cretaceous,South America,Theropod dinosaur,2013?,Argentina,Lightly built predator,Medium,https://en.wikipedia.org/wiki/Pneumatoraptor,923
Parasaurolophus,Parasaurolophus,Near crested lizard,Herbivore,10.0,2500.0,N/A,Bipedal/Quadrupedal,Late Cretaceous,North America,Had a long hollow crest possibly used for sound,1922,"Alberta, Canada",Long tubular crest,Medium,https://en.wikipedia.org/wiki/Parasaurolophus,221
Fukuisaurus,Fukuisaurus,Vineyard lizard,Herbivore,105.36,5000.0,4.2,Quadrupedal,Late Cretaceous,France,Armored,1989,France,Bony armor,Low,https://en.wikipedia.org/wiki/Fukuisaurus,113
Eoneophron,Eoneophron,Ancient bird,carnivore,about 0.5m,0.3,0.2,,Jurassic,Europe,Avialan,1997,Europe,Small early bird,Small,https://en.wikipedia.org/wiki/Eoneophron,1292
Heilongjiangosaurus,Heilongjiangosaurus,Heilongjiang lizard,Herbivore,7.0,1500.0,,Quadrupedal,Late Jurassic,Asia (China),Sauropod known from partial remains,2008,"Heilongjiang Province, China",Primitive features among sauropods,Low,https://en.wikipedia.org/wiki/Heilongjiangosaurus,651
Majungasaurus,Majungasaurus,Almond tooth,HERBIVORE,12.0 meters,3000.0,3.0,Quadrupedal,Middle Jurassic,Argentina,Basal sauropod,1947,Argentina,Teeth shape,Low,https://en.wikipedia.org/wiki/Majungasaurus,174
Proplanicoxa,Proplanicoxa,Before Planicoxa,Herbivore,3.0,200.0,1.0,Bipedal,Late Cretaceous ,North America,Ornithopod dinosaur,2003,USA,Medium-sized ornithopod,Medium,en.wikipedia.org/wiki/Proplanicoxa,941
Paraxenisaurus,Paraxenisaurus,Near strange lizard,carnivore,about 5.0m,3000.0,2.8,BIPEDAL,Late Cretaceous,North America,Theropod dinosaur,2019,USA,Medium theropod,Medium,https://en.wikipedia.org/wiki/Paraxenisaurus,1428
HEXING ,Hexing,crane lizard,carnivore,1.0,4.5,0.6,bipedal,Late Jurassic,Asia (China),Tiny basal troodontid dinosaur,2014,China,"Very small, bird-like theropod",High,https://en.wikipedia.org/wiki/Hexing,656
Cienciargentina,Cienciargentina,Science Argentina,Herbivore,10.0,8500.0,3.5,Quadrupedal,Late Cretaceous,South America,Sauropod dinosaur,2019,Argentina,Medium-large sauropod,Medium,https://en.wikipedia.org/wiki/Cienciargentina,1265
Anchiceratops,Anchiceratops,Fused lizard,Herbivore,6.0,6000.0,1.7,Quadrupedal,Late Cretaceous,North America,Armored,1908,,Club tail,Medium,https://en.wikipedia.org/wiki/Anchiceratops,18
Shishugounykus,Shishugounykus,Shishugou claw,Carnivore,1.0,10.0,0.5,Bipedal,Late Cretaceous,Asia,Alvarezsaurid theropod,2019,China,"Small, fast predator",Medium,https://en.wikipedia.org/wiki/Shishugounykus,1013
Asiatyrannus,Asiatyrannus,Asian tyrant,Carnivore,,600.0,2.0,Bipedal,Early Cretaceous ,Asia,Theropod dinosaur,2002,Asia,Medium predator,Medium,https://en.wikipedia.org/wiki/Asiatyrannus,1230
Yixianosaurus,Yixianosaurus longimanus,Yixian lizard,Carnivore,1.0,,0.5,Bipedal,Early Cretaceous,China,Theropod with extremely long arms,2003,"Liaoning, China","Elongated hands, feather impressions",High ,https://en.wikipedia.org/wiki/Yixianosaurus,10285
Baurutitan,Baurutitan,Bauru titan,Herbivore,14.0,9000.0,4.5,Quadrupedal,Late Cretaceous (Maastrichtian),South America (Brazil),Titanosaur sauropod named after Bauru Basin,c. 2005,"Serra da Galga Formation, Brazil",Known from vertebrae; shares traits with Trigonosaurus,LOW,https://en.wikipedia.org/wiki/Baurutitan,428
Trierarchuncus,Trierarchuncus,Commander’s claw,Carnivore,3.0,,1.0,Bipedal,Late Cretaceous,North America,Theropod dinosaur,2020,USA,Small predator,Small,https://en.wikipedia.org/wiki/Trierarchuncus,1509
Callovosaurus,Callovosaurus,Callovian lizard,Herbivore,4.0,300.0,,Bipedal,Middle Jurassic (Callovian),Europe (England),Basal iguanodontian from Oxford Clay,1889,"Oxford Clay Formation, England",Reassigned from Camptosaurus; slender build,Medium,https://en.wikipedia.org/wiki/Callovosaurus,462
Platypelta,Platypelta,Flat shield,Herbivore,5.0,3500.0,2.8 meters,Bipedal,Late Cretaceous,North America,Ankylosaur dinosaur,2011,USA,Medium ankylosaur,Medium,https://en.wikipedia.org/wiki/Platypelta,1434
Argentinosaurus,Argentinosaurus,La Amarga lizard,,35.0,75000.0,10.0,Quadrupedal,Early Cretaceous,Argentina,Neck spines,1991,Argentina,Neck spines,Low,https://en.wikipedia.org/wiki/Argentinosaurus,31
Ganzhousaurus,Ganzhousaurus,Ganzhou lizard,Omnivore,2.0,25.0,1.2,Bipedal,Late Cretaceous (Maastrichtian),Asia (China),Oviraptorosaurid with toothless beak,2013,"Nankang District, Jiangxi Province",Helps show diversity of oviraptorosaurs in China,High,https://en.wikipedia.org/wiki/Ganzhousaurus,614
Ferganasaurus,Ferganasaurus verzilini,Fergana Valley lizard,HERBIVORE,18.0,15000.0,5.5,Quadrupedal,Middle Jurassic,Kyrgyzstan,Large sauropod with pillar-like legs and 2?hand claws,2003,Kyrgyzstan,Basal neosauropod similar to Rhoetosaurus; ~18?m & 15?t,Large,https://en.wikipedia.org/wiki/Ferganasaurus,210
Europelta,Europelta,European shield,Herbivore,5.0,1000.0,1.5,Quadrupedal,Early Cretaceous (Albian),Europe (Spain),Nodosaurid ankylosaur with complete skeleton,2013,"Escucha Formation, Teruel Province",Best-preserved ankylosaur in Europe,Low,https://en.wikipedia.org/wiki/Europelta,596
Minqaria,Minqaria,Minqari lizard,Herbivore,6.0,4000.0,3.0,Bipedal,Late Jurassic,Asia,Sauropod dinosaur,2019,China,Medium sauropod,Medium,https://en.wikipedia.org/wiki/Minqaria,1399
Ouranosaurus,Ouranosaurus,Brave lizard,Herbivore,7.0,2200.0,3.2,Bipedal,Early Cretaceous,Niger,Possibly used sail for thermoregulation,1965,"Gadoufaoua, Niger",Large back sail,Low,https://en.wikipedia.org/wiki/Ouranosaurus,214
Datanglong,Datanglong,dragon from Datang,Carnivore,8.0,1000.0,2.5,Bipedal,Early Cretaceous (Aptian),Asia (China),Theropod possibly related to carcharodontosaurs,2014,"Yixian Formation, Guangxi Province",Partial skeleton with strong vertebrae,Medium,https://en.wikipedia.org/wiki/Datanglong,530
Sonidosaurus,Sonidosaurus,Sonido lizard  ,Herbivore,6.0,3000.0,2.5,Quadrupedal,Late Cretaceous,Asia,Hadrosaurid dinosaur,1999,,Medium hadrosaur,Medium,,1043
Panguraptor,Panguraptor,Pangu thief,Carnivore,,300.0,1.7,Bipedal,Late Jurassic,Asia,Theropod dinosaur,2018,China,Small theropod,Small,https://en.wikipedia.org/wiki/Panguraptor,1425
Adratiklit,Adratiklit,Mountain lizard,Herbivore,6.0,2000.0,2.0,Quadrupedal,Middle Jurassic,Morocco,Earliest known stegosaur from North Africa,Discovered before 2019 (described 2019),"El Mers Group, Middle Atlas, Morocco",Long vertebral processes; early stegosaur traits,,https://en.wikipedia.org/wiki/Adratiklit,326
